term,description,category,subcategory,lang
"Балқуырдақ","Жас малдың немесе жұмсақ етті майға емес, пісірілген сүттің бетіндегі қаймаққа қуырады.","Тағам атаулары","Тағам атаулары","kk"
"Жаубүйрек","Жаңа сойылған малдың бүйрегінен, етінен пісірілген тағам.","Тағам атаулары","Тағам атаулары","kk"
"Ет","Ет – жануарлардың денесінен алынатын, адам тамағында пайдаланылатын тағамдық өнім.","Тағам атаулары","Тағам атаулары","kk"
"Сүтті шай","Шайға сүт қосып дайындалатын сусын.","Тағам атаулары","Тағам атаулары","kk"
"Боза","Дәнді дақылдардан ашытып жасалатын ежелгі сусын.","Тағам атаулары","Тағам атаулары","kk"
"Түсті қырыққабат","Бұл қырыққабаттың басы жапырақпен көмкерілген, ірі, қысқа бұтақ тәрізді сабақта орналасқан ұрықты гүлдерден тұрады.","Тағам атаулары","Тағам атаулары","kk"
"Көк шай","Шай жапырақтарынан дайындалатын, ферментацияланбаған немесе аздап ферменттелген сусын.","Тағам атаулары","Тағам атаулары","kk"
"Қарақат","Тасжарғандар тұқымдасына жататын бұта.","Тағам атаулары","Тағам атаулары","kk"
"Жержаңғақ","Ылғал және жылу сүйгіш, бір жылдық жаздық дақыл.","Тағам атаулары","Тағам атаулары","kk"
"Майсөк","Майтары – ақтаған тарыны (сөкті) майға қуырып дайындалатын тағам.","Тағам атаулары","Тағам атаулары","kk"
"Мипалау","Ми қосылған палау.","Тағам атаулары","Тағам атаулары","kk"
"Сірне","Малдың немесе құстың етінен, көбіне қойдың немесе сиырдың етінен дайындалатын, шырынды әрі дәмді тағам.","Тағам атаулары","Тағам атаулары","kk"
"Сүзбе","Айраннан сүзіліп алатын қышқыл тағам.","Тағам атаулары","Тағам атаулары","kk"
"Уыз","Жаңа төлдеген малдың желініне жиналатын қою сүт.","Тағам атаулары","Тағам атаулары","kk"
"Ірімшік","Сиырдың, қойдың, ешкінің сүтінен қайнатып әзірленетін сүт тағамы.","Тағам атаулары","Тағам атаулары","kk"
"Қаттама нан","Нанның өте дәмді түрі.","Тағам атаулары","Тағам атаулары","kk"
"Бал қымыз","Қымызға бал қосып дайындалған сусын.","Тағам атаулары","Тағам атаулары","kk"
"Балқаймақ","Шұңғылдау ыдысқа шикі қаймақ (кілегей) құйылады.","Тағам атаулары","Тағам атаулары","kk"
"Жент","Ұн, май және қант немесе бал қосылып дайындалатын қазақтың дәстүрлі тәтті тағамы.","Тағам атаулары","Тағам атаулары","kk"
